REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_SUM_OUT,SUMMATION OF OUTCOME COMPONENTS (U.S. NEWS VALUES),,Summation of Outcome Components (U.S. News Values),"Sum of the cohort's normalized, weighted outcome measures (survival, readmission prevention, discharged home, recover at home, and cohort-specific outcomes); outcomes carry 57.5%-75% of the composite weight. Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_SUM_PROC,SUMMATION OF PROCESS COMPONENTS (U.S. NEWS VALUES),,Summation of Process Components (U.S. News Values),"Sum of the cohort's normalized, weighted process measures (patient experience, nurse staffing and communication, and cohort-specific process measures such as public transparency). Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_SUM_STR,SUMMATION OF STRUCTURAL COMPONENTS (U.S. NEWS VALUES),,Summation of Structural Components (U.S. News Values),"Sum of the cohort's normalized, weighted structural measures (patient volume and cohort-specific designations such as recognized cancer center or advanced heart program). Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_COMPOSITE,U.S. NEWS COMPOSITE SCORE (U.S. NEWS VALUES),,U.S. News Composite Score (U.S. News Values),"Overall cohort composite: each quality measure min-max normalized to 0-1, multiplied by its assigned weight, and summed. Determines the overall rating band (top 30% / up to 500 hospitals = High Performing; bottom 20% = Evaluated). Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_RATING,U.S. NEWS OVERALL RATING (U.S. NEWS VALUES),,U.S. News Overall Rating (U.S. News Values),"Overall performance band for the cohort: High Performing (top 30% of rated hospitals, up to ~500, subject to survival-based exclusion/inclusion criteria), As Expected, or Evaluated (bottom 20%). Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,BACK SURGERY (SPINAL FUSION),SPF_READM_EVT,UNPLANNED READMISSIONS WITHIN 30 DAYS OF DISCHARGE (OUTCOMES),,Unplanned Readmissions Within 30 days of Discharge (Outcomes),Observed count of unplanned inpatient readmissions within 30 days of discharge among eligible Medicare FFS patients; numerator of the Hospital readmission prevention outcome. Cohort: back surgery (spinal fusion). USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_BAND,MORTALITY BAND (SURVIVAL) (OUTCOMES),,Mortality Band (Survival) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Categorical display band for 30-day mortality, assigned by statistical confidence of deviation from the mean: Excellent / Better than Average (>=90% / >=75% confidence better), Average, Worse than Average / Poor (>=75% / >=90% confidence worse). Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_DEN_FFSMA,MORTALITY DENOMINATOR (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Denominator (Fee-For-Service & Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Denominator: number of eligible index visits included in the 30-day mortality model for this cohort. Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_DEN_FFS,MORTALITY DENOMINATOR (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Denominator (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Denominator: number of eligible index visits included in the 30-day mortality model for this cohort. Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_DEN_MA,MORTALITY DENOMINATOR (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Denominator (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Denominator: number of eligible index visits included in the 30-day mortality model for this cohort. Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_EVT_FFSMA,MORTALITY EVENT COUNT (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Event Count (Fee-For-Service & Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Numerator/event count: observed number of 30-day mortality events among eligible visits. Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_EVT_FFS,MORTALITY EVENT COUNT (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Event Count (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Numerator/event count: observed number of 30-day mortality events among eligible visits. Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_EVT_MA,MORTALITY EVENT COUNT (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Event Count (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Numerator/event count: observed number of 30-day mortality events among eligible visits. Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_OR_FFS,MORTALITY ODDS RATIO (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Odds Ratio (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Risk-adjusted odds ratio for 30-day mortality relative to the average hospital (derived from the hospital random intercept). Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_OR_MA,MORTALITY ODDS RATIO (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Odds Ratio (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Risk-adjusted odds ratio for 30-day mortality relative to the average hospital (derived from the hospital random intercept). Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Lower,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_PRED_FFS,MORTALITY PREDICTED VALUE (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Predicted Value (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Model-predicted (expected) value of 30-day mortality for this hospital given its case mix. Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_PRED_MA,MORTALITY PREDICTED VALUE (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Predicted Value (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Model-predicted (expected) value of 30-day mortality for this hospital given its case mix. Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RE_FFSMA,MORTALITY RANDOM EFFECTS (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Random Effects (Fee-For-Service & Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Hospital-specific random intercept (empirical Bayes estimate) from the 30-day mortality model; quantifies deviation from the grand mean. As published by USNWR, values are oriented so that greater than 0 indicates better-than-average performance. Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RE_FFS,MORTALITY RANDOM EFFECTS (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Random Effects (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Hospital-specific random intercept (empirical Bayes estimate) from the 30-day mortality model; quantifies deviation from the grand mean. As published by USNWR, values are oriented so that greater than 0 indicates better-than-average performance. Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RE_MA,MORTALITY RANDOM EFFECTS (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Random Effects (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Hospital-specific random intercept (empirical Bayes estimate) from the 30-day mortality model; quantifies deviation from the grand mean. As published by USNWR, values are oriented so that greater than 0 indicates better-than-average performance. Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RESE_FFSMA,MORTALITY RANDOM EFFECTS STANDARD ERROR (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Random Effects Standard Error (Fee-For-Service & Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Standard error of the hospital random intercept from the 30-day mortality model; reflects estimate precision (smaller with higher volume). Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RESE_FFS,MORTALITY RANDOM EFFECTS STANDARD ERROR (FEE-FOR-SERVICE DATA) (OUTCOMES),,Mortality Random Effects Standard Error (Fee-For-Service Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Standard error of the hospital random intercept from the 30-day mortality model; reflects estimate precision (smaller with higher volume). Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_RESE_MA,MORTALITY RANDOM EFFECTS STANDARD ERROR (MEDICARE ADVANTAGE DATA) (OUTCOMES),,Mortality Random Effects Standard Error (Medicare Advantage Data) (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Standard error of the hospital random intercept from the 30-day mortality model; reflects estimate precision (smaller with higher volume). Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Neutral,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_MORT_SCORE,MORTALITY SCORE (OUTCOMES),,Mortality Score (Outcomes),"Risk-adjusted death within 30 days of the index admission (displayed as 'Survival' on USNWR scorecards). Modeled with hierarchical logistic regression on Medicare patients age 65+, adjusting for age, sex, transfer status, admission year, 38 Elixhauser comorbidities, dual eligibility, and cohort-specific severity variables. The only P&C outcome combining fee-for-service and Medicare Advantage data (FFS/MA random effects weighted by payer mix). Min-max normalized (0-1) value of 30-day mortality used in the weighted composite score; 1 = best observed/theoretical performance in the cohort. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_NIBA_BAND,NONINVASIVE BREATHING AID BAND (PROCESS),,Noninvasive Breathing Aid Band (Process),"Percentage of patients needing respiratory support who were treated with a noninvasive breathing aid (mask ventilation) instead of intubation or surgery; capped at 20% since not all patients are candidates. Categorical display band for noninvasive breathing aid use, assigned by statistical confidence of deviation from the mean: Excellent / Better than Average (>=90% / >=75% confidence better), Average, Worse than Average / Poor (>=75% / >=90% confidence worse). Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_NIBA_SCORE,NONINVASIVE BREATHING AID SCORE (PROCESS),,Noninvasive Breathing Aid Score (Process),Percentage of patients needing respiratory support who were treated with a noninvasive breathing aid (mask ventilation) instead of intubation or surgery; capped at 20% since not all patients are candidates. Min-max normalized (0-1) value of noninvasive breathing aid use used in the weighted composite score; 1 = best observed/theoretical performance in the cohort. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_VOL_FFSMA,NUMBER OF PATIENTS (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),,Number of Patients (Fee-For-Service & Medicare Advantage Data) (Structure),Cohort volume over the 5-year window (2019-2023). Higher-volume hospitals tend to achieve better outcomes; volume is winsorized at the greater of 200 cases or modified Z-score 3 to limit outlier effects. Minimum 15 cases required for rating. Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_VOL_FFS,NUMBER OF PATIENTS (FEE-FOR-SERVICE DATA) (STRUCTURE),,Number of Patients (Fee-For-Service Data) (Structure),Cohort volume over the 5-year window (2019-2023). Higher-volume hospitals tend to achieve better outcomes; volume is winsorized at the greater of 200 cases or modified Z-score 3 to limit outlier effects. Minimum 15 cases required for rating. Data source: traditional Medicare fee-for-service claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_VOL_MA,NUMBER OF PATIENTS (MEDICARE ADVANTAGE DATA) (STRUCTURE),,Number of Patients (Medicare Advantage Data) (Structure),Cohort volume over the 5-year window (2019-2023). Higher-volume hospitals tend to achieve better outcomes; volume is winsorized at the greater of 200 cases or modified Z-score 3 to limit outlier effects. Minimum 15 cases required for rating. Data source: Medicare Advantage encounter (MedPAR information-only) claims. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_VOL_BAND_FFSMA,NUMBER OF PATIENTS BAND (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),,Number of Patients Band (Fee-For-Service & Medicare Advantage Data) (Structure),"Cohort volume over the 5-year window (2019-2023). Higher-volume hospitals tend to achieve better outcomes; volume is winsorized at the greater of 200 cases or modified Z-score 3 to limit outlier effects. Minimum 15 cases required for rating. Categorical display band for patient volume, assigned by statistical confidence of deviation from the mean: Excellent / Better than Average (>=90% / >=75% confidence better), Average, Worse than Average / Poor (>=75% / >=90% confidence worse). Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_VOL_SCORE_FFSMA,NUMBER OF PATIENTS SCORE (FEE-FOR-SERVICE & MEDICARE ADVANTAGE DATA) (STRUCTURE),,Number of Patients Score (Fee-For-Service & Medicare Advantage Data) (Structure),Cohort volume over the 5-year window (2019-2023). Higher-volume hospitals tend to achieve better outcomes; volume is winsorized at the greater of 200 cases or modified Z-score 3 to limit outlier effects. Minimum 15 cases required for rating. Min-max normalized (0-1) value of patient volume used in the weighted composite score; 1 = best observed/theoretical performance in the cohort. Data source: traditional Medicare fee-for-service and Medicare Advantage claims combined. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.,,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_NSC_BAND,NURSE STAFFING AND COMMUNICATION BAND (PROCESS),,Nurse Staffing And Communication Band (Process),"Composite of two equally weighted subcomponents: the nurse staffing ratio (FTE registered nurses per adjusted patient day, AHA survey, capped at 2.4 per 1,000 adjusted patient-days) and the HCAHPS patient experience with nursing care linear score. Categorical display band for nurse staffing and communication, assigned by statistical confidence of deviation from the mean: Excellent / Better than Average (>=90% / >=75% confidence better), Average, Worse than Average / Poor (>=75% / >=90% confidence worse). Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_NSC_SCORE,NURSE STAFFING AND COMMUNICATION SCORE (PROCESS),,Nurse Staffing And Communication Score (Process),"Composite of two equally weighted subcomponents: the nurse staffing ratio (FTE registered nurses per adjusted patient day, AHA survey, capped at 2.4 per 1,000 adjusted patient-days) and the HCAHPS patient experience with nursing care linear score. Min-max normalized (0-1) value of nurse staffing and communication used in the weighted composite score; 1 = best observed/theoretical performance in the cohort. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_NSR,NURSE STAFFING RATIO (PROCESS),,Nurse Staffing Ratio (Process),"FTE non-supervisory registered nurses divided by adjusted average daily patient census (inpatient plus revenue-adjusted outpatient workload), from the AHA Annual Survey; ceiling threshold of 2.4 applied to reduce outlier effects. Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
USNWR ADULT PROCEDURES AND CONDITIONS,7/1/2025,2025-2026,MEASURE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),COPD_PTEXP_BAND,PATIENT EXPERIENCE BAND (PROCESS),,Patient Experience Band (Process),"Overall patient experience from the HCAHPS survey (overall hospital linear mean score, H_HSP_RATING_LINEAR_SCORE), 12-month rolling assessment of recently discharged inpatients. Group-mean adjusted for specialty vs. general hospitals in orthopedic cohorts; missing values imputed with the national mean (87.5 for 2025-2026). Categorical display band for patient experience, assigned by statistical confidence of deviation from the mean: Excellent / Better than Average (>=90% / >=75% confidence better), Average, Worse than Average / Poor (>=75% / >=90% confidence worse). Cohort: COPD. USNWR 2025-2026 Best Hospitals: Procedures & Conditions.",,,Higher,,,,
