REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,PERCENT OF MEDICARE CLAIMS THAT WERE MEDICARE ADVANTAGE CLAIMS,Percent of Medicare claims that were Medicare Advantage claims (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,PERCENT OF MEDICARE CLAIMS THAT WERE MEDICARE ADVANTAGE CLAIMS,Percent of Medicare claims that were Medicare Advantage claims (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,REHABILITATION,,PREVENTING HOSPITAL READMISSIONS DURING REHABILITATION CARE,PREVENTING HOSPITAL READMISSIONS DURING REHABILITATION CARE (%) - FIRST NORMALIZATION,Preventing hospital readmissions during rehabilitation care (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,REHABILITATION,,PREVENTING HOSPITAL READMISSIONS DURING REHABILITATION CARE,PREVENTING HOSPITAL READMISSIONS DURING REHABILITATION CARE (%) - FIRST NORMALIZATION,Preventing hospital readmissions during rehabilitation care (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS RATIO,Prevention of Outpatient Procedural Complications Ratio (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS SCORE (USED FOR SPECIALTY SCORE),Prevention of Outpatient Procedural Complications Score (used for specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION ALL SCALED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization All Scaled (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION ALL SCALED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization All Scaled (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,PREVENTION OF OUTPATIENT PROCEDURAL COMPLICATIONS,RATIO OF OBSERVED OVER EXPECTED NUMBER OF POTENTIALLY PREVENTABLE OUTPATIENT PROCEDURAL COMPLICATIONS FIRST NORMALIZATION SUB SCALED FLIPPED,Ratio of Observed over Expected Number of Potentially Preventable Outpatient Procedural Complications First Normalization Sub Scaled Flipped (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,REHABILITATION,,READMISSION PREVENTION RATE,READMISSION PREVENTION RATE (%) - FIRST NORMALIZATION,Readmission Prevention Rate (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,REHABILITATION,,READMISSION PREVENTION RATE,READMISSION PREVENTION RATE (%) - FIRST NORMALIZATION,Readmission Prevention Rate (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,REHABILITATION,,SUCCESSFUL DISCHARGE RATE,SUCCESSFUL DISCHARGE RATE (%) - FIRST NORMALIZATION,Successful Discharge Rate (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,REHABILITATION,,SUCCESSFUL DISCHARGE RATE,SUCCESSFUL DISCHARGE RATE (%) - FIRST NORMALIZATION,Successful Discharge Rate (%) - First Normalization (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE,Survival Score (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,,MORTALITY - RANDOM EFFECTS,SURVIVAL SCORE (USED FOR OVERALL SPECIALTY SCORE),Survival Score (Used for overall specialty score) (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - MEDICARE ADVANTAGE,Mortality - Standard Error for Random Effects - Medicare Advantage,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,MORTALITY PREDICTED VALUE,Mortality Predicted Value,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,MORTALITY PREDICTED VALUE (MEDICARE ADVANTAGE DATA),Mortality Predicted Value (Medicare Advantage Data),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,MORTALITY RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE AND MEDICARE ADVANTAGE DATA),Mortality Random Effect Standard Error (Fee-for-Service and Medicare Advantage Data),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - MEDICARE ADVANTAGE,Observed deaths 30 days after admission excluding transfers - Medicare Advantage,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION EXCLUDING TRANSFERS - TRADITIONAL FEE-FOR-SERVICE,Observed deaths 30 days after admission excluding transfers - Traditional Fee-for-Service,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION INCLUDING TRANSFERS - MEDICARE ADVANTAGE,Observed deaths 30 days after admission including transfers - Medicare Advantage,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,MORTALITY - RANDOM EFFECTS,OBSERVED DEATHS 30 DAYS AFTER ADMISSION INCLUDING TRANSFERS - TRADITIONAL FEE-FOR-SERVICE,Observed deaths 30 days after admission including transfers - Traditional Fee-for-Service,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,DISCHARGE TO HOME - RANDOM EFFECTS,OBSERVED DISCHARGES NOT TO HOME EXCLUDING TRANSFERS,Observed discharges not to home excluding transfers,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,OBSTETRICS AND GYNECOLOGY,,PATIENT VOLUME,OUTPATIENT PROCEDURE VOLUME,Outpatient Procedure Volume,,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CANCER,,ACCREDITED BY FACT,OVERALL,Accredited by FACT (Structure),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,,ACCREDITED BY FACT,OVERALL,Accredited by FACT (Structure),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CANCER,,ADVANCED TECHNOLOGIES,OVERALL,Advanced Technologies (Structure),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,,ADVANCED TECHNOLOGIES,OVERALL,Advanced Technologies (Structure),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CANCER,,DISCHARGE TO HOME - RANDOM EFFECTS,OVERALL,Discharge to Home - Random Effects (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,,DISCHARGE TO HOME - RANDOM EFFECTS,OVERALL,Discharge to Home - Random Effects (Outcomes),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CANCER,,EXPERT OPINION WITH SPECIALISTS,OVERALL,Expert Opinion with Specialists (Process),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CANCER,,EXPERT OPINION WITH SPECIALISTS,OVERALL,Expert Opinion with Specialists (Process),,,N/A,,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CANCER,,HCAHPS - POINTS RECEIVED,OVERALL,HCAHPS - Points Received (Process),,,N/A,,,,,,
